csv,errorBound,initMode,initCatBudget (Gb),initCatBudget (nodes),binCount,i,query,indexUtil,Tree Node Count,Leaf tiles,Overlapped tiles,Fully Contained Tiles,Expanded nodes,I/Os,Time (sec),Query Result,Query Result Sum
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,40,"Query{rect=(-74.00297..-73.97967),(40.736126..40.753605), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,47836,39154,8489,8118,0,4587611,23.577861938,"{null=Stats{count=26778355, mean=10.943270740516848, populationStandardDeviation=8.063278674776356, min=0.0, max=400.0}}",2.9304278875067306E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,41,"Query{rect=(-74.00064..-73.97734),(40.737873..40.755352), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,48824,39895,7263,7081,0,5788720,28.297359423,"{null=Stats{count=28030383, mean=10.9731468189631, populationStandardDeviation=8.19363447023907, min=0.0, max=400.0}}",3.0758150805076736E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,42,"Query{rect=(-74.00297..-73.97967),(40.736126..40.753605), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,50220,40942,9443,8863,0,970244,10.937681628,"{null=Stats{count=26778355, mean=10.94327074051712, populationStandardDeviation=8.063278674776178, min=0.0, max=400.0}}",2.930427887506803E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,43,"Query{rect=(-74.005295..-73.981995),(40.736126..40.753605), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,51016,41539,9999,9252,0,509323,8.056143349,"{null=Stats{count=26287613, mean=11.031933815392849, populationStandardDeviation=8.052396375881086, min=0.0, max=400.0}}",2.900032067806606E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,44,"Query{rect=(-74.00297..-73.97967),(40.737873..40.755352), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,52876,42934,9224,8745,0,1009675,11.289061348,"{null=Stats{count=26410545, mean=10.989274871484213, populationStandardDeviation=8.177339546775709, min=0.0, max=400.0}}",2.90232738510703E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,45,"Query{rect=(-74.005295..-73.981995),(40.73962..40.7571), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,53795,43624,9191,8706,0,3577923,20.324162786,"{null=Stats{count=26061414, mean=11.16196512824411, populationStandardDeviation=8.344114662734606, min=0.0, max=400.0}}",2.908965942607329E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,46,"Query{rect=(-74.00297..-73.97967),(40.73962..40.7571), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,55007,44533,10146,9513,0,988236,10.947377869,"{null=Stats{count=26932136, mean=11.096702838601729, populationStandardDeviation=8.390002209999599, min=0.0, max=400.0}}",2.988579100008078E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,47,"Query{rect=(-74.005295..-73.981995),(40.741367..40.758846), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,55779,45112,8991,8453,0,2954644,18.086947306,"{null=Stats{count=25310575, mean=11.29325376214514, populationStandardDeviation=8.617603181891345, min=0.0, max=400.0}}",2.858387463408067E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,48,"Query{rect=(-74.00297..-73.97967),(40.73962..40.7571), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,57527,46423,11096,10264,0,914088,10.852975504,"{null=Stats{count=26932136, mean=11.096702838602138, populationStandardDeviation=8.390002209999327, min=0.0, max=400.0}}",2.9885791000081885E8
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,0,valinor,,0,,49,"Query{rect=(-74.00064..-73.97734),(40.741367..40.758846), categoricalFilters={}, groupByCols=null, measureCol=12}",0.0,59839,48157,10555,10245,0,4266876,23.673772408,"{null=Stats{count=28884807, mean=11.196379795129651, populationStandardDeviation=8.634779251182211, min=0.0, max=400.0}}",3.234052694810195E8
